,Municipality,Latitude,Longitude
1975,Porza,46.0270734,8.9534436
1976,Pura,19.8076083,85.8252538
1977,Rivera,-30.900058,-55.5408151
1978,Rovio,45.9330781,8.9884561
1979,Savosa,46.0181215,8.9411402
1980,Sessa,45.9999141,8.8189722
1981,Sigirino,46.0814243,8.9169156
1982,Sonvico,46.0584469,8.9905315
1983,Sorengo,46.0005701,8.9351621
1984,Capriasca,46.0673692,8.9714894
1985,Torricella-Taverne,46.0656774,8.924762
1986,Valcolla,46.096257,9.048291
1987,Vernate,45.3161472,9.0609682
1988,Vezia,46.0246543,8.936741
1989,Vico Morcote,45.9312629,8.9242053
1990,Villa Luganese,46.0516309,8.9928297
1991,Collina d'Oro,45.979111,8.917952
1992,Alto Malcantone,46.0503546,8.8840822
1993,Arzo,46.121883,9.5769608
1994,Balerna,45.8491908,9.0070811
1995,Besazio,45.873216,8.9530612
1996,Bruzella,45.8814847,9.0362137
1997,Cabbio,45.8981053,9.046203
1998,Caneggio,45.8725901,9.0300008
1999,Capolago,45.9054468,8.9812298
2000,Castel San Pietro,45.8616254,9.0085121
2001,Chiasso,45.8355209,9.0290169
2002,Coldrerio,45.8538378,8.9871005
2003,Genestrerio,45.8553637,8.9604027
2004,Ligornetto,45.8623054,8.9524612
2005,Mendrisio,45.8709661,8.9875293
2006,Meride,45.8905035,8.953433
2007,Morbio Inferiore,45.8530469,9.016289
2008,Morbio Superiore,45.8614577,9.0205616
2009,Muggio,45.5931952,9.2271378
2010,Novazzano,45.8421175,8.9802304
2011,Rancate,45.8705975,8.9678459
2012,Riva San Vitale,45.9057673,8.970547
2013,Sagno,45.8569556,9.0389091
2014,Stabio,45.8499456,8.9376319
2015,Tremona,45.8807051,8.9565873
2016,Vacallo,45.8473065,9.0347767
2017,Biasca,46.3606274,8.9714023
2018,Claro,-23.8388184,-47.7482552
2019,Cresciano,46.2807698,9.0054648
2020,Iragna,46.3289245,8.9672259
2021,Lodrino,45.719687,10.277667
2022,Osogna,46.311565,8.9873524
2023,Avegno,44.3913363,9.1563156
2024,Bignasco,46.3397342,8.6085558
2025,Bosco/Gurin,46.3167843,8.4918978
2026,Campo (Vallemaggia),46.28887,8.496085
2027,Cavergno,46.3451674,8.6072509
2028,Cerentino,46.3055145,8.5466526
2029,Cevio,46.3169604,8.6018223
2030,Gordevio,46.2262472,8.7436606
2031,Linescio,46.3082283,8.5834299
2032,Maggia,46.2470459,8.7066782
2033,Lavizzara,46.4088642,8.64558
2034,Aigle,46.3179006,6.9688929
2035,Bex,46.2513776,7.0123881
2036,Chessel,46.3495725,6.8944469
2037,Corbeyrier,46.3495001,6.9597544
2038,Gryon,46.2746628,7.063671
2039,Lavey-Morcles,46.2073771,7.041464065020304
2040,Leysin,46.3438701,7.0148403
2041,Noville,46.3817112,6.8996176
2042,Ollon,46.2972426,6.9950257
2043,Ormont-Dessous,46.374411499999994,7.072978985568091
2044,Ormont-Dessus,46.3425781,7.1630702854579456
2045,Rennaz,46.3757048,6.9190655
2046,Roche (VD),46.3610602,6.9309298
2047,Villeneuve (VD),46.3965712,6.9248129
2048,Yvorne,46.3317116,6.9586852
2049,Apples,46.55556845,6.418706621424579
2050,Aubonne,47.0357292,6.3265113
2051,Ballens,46.5542745,6.3750843
2052,Berolle,46.5583845,6.3373241
2053,Bière,46.5373773,6.3337235
2054,Bougy-Villars,46.4787593,6.3545367
2055,Féchy,46.4786555,6.3747532
2056,Gimel,45.2995221,1.8507685
2057,Longirod,46.4943826,6.2581282
2058,Marchissy,46.4880255,6.2469182
2059,Mollens (VD),46.577232,6.3634849
2060,Montherod,46.4985819,6.3660069
2061,Pizy,46.49278645,6.353001141842306
2062,Saint-George,12.0535331,-61.751805
2063,Saint-Livres,46.5089259,6.3865062
2064,Saint-Oyens,46.4980293,6.3063994
2065,Saubraz,46.5145609,6.3302084
2066,Avenches,46.879575,7.040941
2067,Bellerive (VD),46.9237676,7.0231892
2068,Chabrey,46.9264329,6.9812292
2069,Constantine,36.364519,6.60826
2070,Cudrefin,46.9560359,7.0183078
2071,Donatyre,46.8764735,7.0576639
2072,Faoug,46.9057923,7.0740011
2073,Montmagny,48.9728571,2.343561
2074,Mur (VD),46.9442044,7.0603683
2075,Oleyres,46.854236,7.0405766611888865
2076,Vallamand,46.9299746,7.0400809
2077,Villars-le-Grand,46.9055732,6.9902145
2078,Bettens,46.6275904,6.5770883
2079,Bournens,46.6041672,6.5633012
2080,Boussens,43.1765718,0.9728531
2081,La Chaux (Cossonay),46.61604,6.472555
2082,Chavannes-le-Veyron,46.60645,6.4509017
2083,Chevilly,48.0260305,1.8739814
2084,Cossonay,46.6138202,6.508938
2085,Cottens (VD),46.5718814,6.4547941
2086,Cuarnens,46.6248084,6.4382631
2087,Daillens,46.6202897,6.5487115
2088,Dizy,49.06457,3.96608
2089,Eclépens,46.6515007,6.5285061
2090,Ferreyres,46.6577788,6.4860425
2091,Gollion,46.5852339,6.5088361
2092,Grancy,46.5915221,6.4649462
2093,L'Isle,46.6187582,6.411704
2094,Lussery-Villars,46.6309961,6.5251994
2095,Mauraz,46.6054096,6.4227461
2096,Mex (VD),46.5784364,6.5538256
2097,Moiry,49.59187,5.27575
2098,Mont-la-Ville,46.645546,6.4077926
2099,Montricher,46.6001762,6.375822
2100,Orny,49.0226128,6.244923
2101,Pampigny,46.58725905,6.42349640207606
2102,Penthalaz,46.6113262,6.5252453
2103,Penthaz,46.597822,6.540398
2104,Pompaples,46.6666443,6.5106833
2105,La Sarraz,46.6590583,6.5124448
2106,Senarclens,46.6004691,6.4868169
2107,Sévery,46.5758446,6.4388219
2108,Sullens,46.5931372,6.5661454
2109,Vufflens-la-Ville,46.5783726,6.5386727
2110,Assens,55.265798,9.9002174
2111,Bercher,46.6920285,6.7089748
2112,Bioley-Orjulaz,46.6211356,6.5984553
2113,Bottens,46.6169088,6.6607269
2114,Bretigny-sur-Morrens,46.596563,6.640643
2115,Cugy (VD),46.5842947,6.6404485
2116,Dommartin,49.8006199,2.3895684
2117,Echallens,46.6381163,6.6346951
2118,Eclagnens,46.6494374,6.594439696010323
2119,Essertines-sur-Yverdon,46.7152242,6.6383585
2120,Etagnières,46.6001382,6.6134167
2121,Fey,49.0305564,6.0996507
2122,Froideville,46.81233245,5.480846805388461
2123,Goumoens-la-Ville,46.6581874,6.6048232
2124,Goumoens-le-Jux,46.6698176,6.588733098301283
2125,Malapalud,46.621184,6.6411466
2126,Morrens (VD),46.5904805,6.6267885
2127,Naz,46.65890245,6.693489238714832
2128,Oulens-sous-Echallens,46.6433334,6.5781518
2129,Pailly,48.3515712,3.3229016
2130,Penthéréaz,46.6818849,6.6035686
2131,Poliez-le-Grand,46.637758,6.663604
2132,Poliez-Pittet,46.6277599,6.6826495
2133,Rueyres,44.7480871,1.8463514
2134,Saint-Barthélemy (VD),46.6355663,6.6001447
2135,Sugnens,46.6549732,6.6718853
2136,Villars-le-Terroir,46.6569364,6.6387429
2137,Villars-Tiercelin,46.6253713,6.7045253
2138,Vuarrens,46.6863257,6.6475677
2139,Bonvillars,46.8375743,6.6706023
2140,Bullet,46.8309314,6.5546431
2141,Champagne,45.831944,-0.906667
2142,Concise,46.8511242,6.7205199
2143,Corcelles-près-Concise,46.8480696,6.7079314
2144,Fiez,46.8280744,6.6240029
2145,Fontaines-sur-Grandson,46.8353764,6.6193942
2146,Fontanezier,46.8537878,6.6533076
2147,Giez,45.7528278,6.2472865
2148,Grandevent,46.8388002,6.6065632
2149,Grandson,46.8086306,6.6417532
2150,Mauborget,46.8558706,6.6146584
2151,Mutrux,46.8825207,6.7261849
2152,Novalles,46.8284542,6.5956886
2153,Onnens (VD),46.8391148,6.6884927
2154,Provence,46.8914636,6.7270271
2155,Romairon,46.8498613,6.639397
2156,Sainte-Croix,49.4809517,3.7781066
2157,Vaugondry,46.8481759,6.63677381986095
2158,Villars-Burquin,46.860223,6.629204713467399
2159,Belmont-sur-Lausanne,46.5200729,6.6800519
2160,Cheseaux-sur-Lausanne,46.5854324,6.6061393
2161,Crissier,46.5538658,6.5772501
2162,Epalinges,46.547327,6.6726245
2163,Jouxtens-Mézery,46.5532677,6.5980688
2164,Lausanne,46.5218269,6.6327025
2165,Le Mont-sur-Lausanne,46.5530996,6.6354534
2166,Paudex,46.5056892,6.6732336
2167,Prilly,46.534566,6.6055827
2168,Pully,46.5098019,6.6617476
2169,Renens (VD),46.5349093,6.5928442
2170,Romanel-sur-Lausanne,46.5621173,6.6055577
2171,Chexbres,46.4809505,6.7803021
2172,Cully,49.2499657,-0.5241720023546639
2173,Epesses,46.4913262,6.7475919
2174,Forel (Lavaux),46.5419511,6.77037
2175,Grandvaux,46.5099808,4.2649931
2176,Lutry,46.5032766,6.6867879
2177,Puidoux,46.5008111,6.7823914
2178,Riex,46.4935165,6.7358129
2179,Rivaz,46.4762772,6.7786403
2180,Saint-Saphorin (Lavaux),46.4731819,6.7959554
2181,Savigny,49.0491048,-1.3392101
2182,Villette (Lavaux),46.506132,6.71286797151454
2183,Aclens,46.5680294,6.51076
2184,Bremblens,46.5461677,6.51777
2185,Buchillon,46.4702466,6.4230108
2186,Bussigny-près-Lausanne,46.5512503,6.553745
2187,Bussy-Chardonney,46.5291113,6.4419818
2188,Chavannes-près-Renens,46.5285212,6.5726698
2189,Chigny,49.9172502,3.7706317
2190,Clarmont,43.0447368,2.4224296
2191,Colombier (VD),46.5565027,6.4719318
2192,Denens,46.518323,6.4564786
2193,Denges,46.5241679,6.5402546
2194,Echandens,46.534381,6.5410474
2195,Echichens,46.5265541,6.4978862
2196,Ecublens (VD),46.5258,6.5621137
2197,Etoy,46.4860906,6.4193113
2198,Lavigny,46.7167595,5.5957054
2199,Lonay,46.5265684,6.5206068
2200,Lully (VD),46.5052587,6.4647302
2201,Lussy-sur-Morges,46.5028627,6.4508849
2202,Monnaz,46.5286626,6.4794327
2203,Morges,46.5093268,6.498317
2204,Préverenges,46.5183844,6.5267369
2205,Reverolle,46.541744249999994,6.440275342449885
2206,Romanel-sur-Morges,46.5564288,6.5101067
2207,Saint-Prex,46.4809059,6.4586004
2208,Saint-Saphorin-sur-Morges,46.54656935,6.492292584583525
2209,Saint-Sulpice (VD),46.5100832,6.5580607
2210,Tolochenaz,46.5047001,6.4734539
2211,Vaux-sur-Morges,46.5353976,6.463827
2212,Villars-Sainte-Croix,46.5675877,6.5616074
2213,Villars-sous-Yens,46.5102444,6.4286538
2214,Vufflens-le-Château,46.5264596,6.4690909
2215,Vullierens,46.5730401,6.4816261
2216,Yens,46.518837,6.4180806
2217,Boulens,46.681059,6.7192139
2218,Brenles,46.6712187,6.8538119
2219,Bussy-sur-Moudon,46.6858284,6.8108726
2220,Chapelle-sur-Moudon,46.6691282,6.736023
2221,Chavannes-sur-Moudon,46.6571671,6.8092169
2222,Chesalles-sur-Moudon,46.6752799,6.8330547
2223,Correvon,46.7158142,6.7373666
2224,Cremin,46.7259218,6.8432266
2225,Curtilles,46.7005524,6.8486858
2226,Denezy,46.7216537,6.7845389
2227,Dompierre (VD),46.7081899,6.8835369
2228,Forel-sur-Lucens,46.7282576,6.8222876
2229,Hermenches,46.6419061,6.7602141
2230,Lovatens,46.6918052,6.8641889
2231,Lucens,46.708447,6.8389766
2232,Martherenges,46.6609373,6.7532478
2233,Montaubion-Chardonney,46.64569225,6.714257611193082
2234,Moudon,46.6680664,6.8003478
2235,Neyruz-sur-Moudon,46.6973091,6.7872879
2236,Ogens,46.7111659,6.7227737
2237,Oulens-sur-Lucens,46.70695155,6.814389757285666
2238,Peyres-Possens,46.6625985,6.707191
2239,Prévonloup,46.699867,6.8820157
2240,Rossenges,46.6520362,6.7765557
2241,Saint-Cierges,46.6903286,6.7349556
2242,Sarzens,46.6820356,6.8496603
2243,Sottens,46.6554824,6.7421506
2244,Syens,46.6456578,6.7782652
2245,Thierrens,46.7034256,6.7550299
2246,Villars-le-Comte,46.7106452,6.7990287
2247,Villars-Mendraz,46.6462278,6.7293282
2248,Vucherens,46.624684,6.7769649
2249,Arnex-sur-Nyon,46.3759907,6.1913819
2250,Arzier,46.4599808,6.208069
2251,Bassins,46.464053,6.2316394
2252,Begnins,46.4411298,6.2492689
2253,Bogis-Bossey,46.3515732,6.1648147
2254,Borex,46.379071,6.1777222
2255,Chavannes-de-Bogis,46.3446425,6.1625796
2256,Chavannes-des-Bois,46.3147141,6.132561
2257,Chéserex,46.3997632,6.1737875
2258,Coinsins,46.4245995,6.2359205
2259,Commugny,46.3182308,6.1757684
2260,Coppet,46.3164464,6.1927752
2261,Crans-près-Céligny,46.3579285,6.2058302
2262,Crassier,46.374331,6.164548
2263,Duillier,46.4097312,6.235451
2264,Eysins,46.3807218,6.2042596
2265,Founex,46.3338174,6.1943733
2266,Genolier,46.4350251,6.2178235
2267,Gingins,46.4094508,6.1779167
2268,Givrins,46.4289779,6.2017676
2269,Gland,49.0488889,3.4630556
2270,Grens,46.3937213,6.1916774
2271,Mies,49.7556926,12.98820565209418
2272,Nyon,46.3820585,6.2402791
2273,Prangins,46.3947976,6.2487871
2274,La Rippe,46.3814959,6.1516031
2275,Saint-Cergue,46.4460968,6.158111
2276,Signy-Avenex,46.3907229,6.2018023
2277,Tannay,49.5259433,4.830872855750216
2278,Trélex,46.414967,6.2048987
2279,Le Vaud,46.4774891,6.2355007
2280,Vich,46.4294193,6.2505497
2281,L'Abergement,46.1502427,4.9202187
2282,Agiez,46.7199018,6.508106
2283,Arnex-sur-Orbe,46.6941594,6.5187517
2284,Ballaigues,46.7305278,6.4132441
2285,Baulmes,46.7903981,6.5212523
2286,Bavois,46.6853078,6.5651634
2287,Bofflens,46.7045569,6.4989467
2288,Bretonnières,46.7122384,6.4734908
2289,Chavornay,45.8808109,5.728951924496879
2290,Les Clées,46.7320659,6.4626883
2291,Corcelles-sur-Chavornay,46.7036344,6.6011825
2292,Croy,46.6945678,6.4771721
2293,Juriens,46.6911431,6.4500103
2294,Lignerolle,46.7407875,6.4559997
2295,Montcherand,46.7330803,6.5102099
2296,Orbe,46.724144,6.5317943
2297,La Praz,46.6675257,6.4272029
2298,Premier,37.4223352,-81.6437197
2299,Rances,48.466775,4.5466464
2300,Romainmôtier-Envy,46.6906658,6.4587347
2301,Sergey,46.7505419,6.4995735
2302,Valeyres-sous-Rances,46.7528278,6.5249548
2303,Vallorbe,46.7120146,6.3792318
2304,Vaulion,46.6883547,6.3894066
2305,Vuiteboeuf,46.807388,6.5493754
2306,Bussigny-sur-Oron,46.5684246,6.862544062692967
2307,Carrouge (VD),46.6044706,6.7755538
2308,Châtillens,46.5622398,6.806093217538695
2309,Chesalles-sur-Oron,46.57384595,6.854886676601202
2310,Corcelles-le-Jorat,46.6058744,6.7407986
2311,Les Cullayes,46.57158385,6.753694674224125
2312,Ecoteaux,46.5455062,6.8632391
2313,Essertes,46.56576305,6.788907942543009
2314,Ferlens (VD),46.5888578,6.7868326
2315,Maracon,46.5500232,6.8727444
2316,Mézières (VD),46.5957836,6.7705874
2317,Montpreveyres,46.581339,6.740799
2318,Oron-la-Ville,46.5709236,6.8274668
2319,Oron-le-Châtel,46.5727701,6.839708140912274
2320,Palézieux,46.5550197,6.8304613
2321,Peney-le-Jorat,46.629338700000005,6.728871386118932
2322,Ropraz,46.6153223,6.7515592
2323,Servion,46.5767948,6.7845039
2324,Les Tavernes,46.5529265,6.809919360201033
2325,Les Thioleyres,46.5384851,6.8152476236153845
2326,Vuibroye,46.5717416,6.8052936
2327,Vulliens,46.6212858,6.7927903
2328,Cerniaz (VD),46.7271483,6.896079
2329,Champtauroz,46.760598,6.789151
2330,Chevroux,46.3809591,4.9483084
2331,Combremont-le-Grand,46.7619853,6.8180582
2332,Combremont-le-Petit,46.7493162,6.8087604
2333,Corcelles-près-Payerne,46.8331849,6.9614432
2334,Grandcour,46.8718747,6.928747
2335,Granges-près-Marnand,46.7644219,6.8864746
2336,Henniez,46.7422549,6.8834048
2337,Marnand,46.035398,4.3286707
2338,Missy,49.1211062,-0.5513502
2339,Payerne,46.8208047,6.939126
2340,Rossens (VD),46.7354686,6.921761
2341,Sassel,46.2431297,6.3953618
2342,Sédeilles,46.7482527,6.9344024
2343,Seigneux,46.7273878,6.8786301
2344,Trey,46.769255,6.9251725
2345,Treytorrens (Payerne),46.7731198,6.8003881
2346,Villars-Bramard,46.7191779,6.8989641
2347,Villarzel,46.7478499,6.9118617
2348,Château-d'Oex,46.45413585,7.139904355651156
2349,Rossinière,46.4675176,7.083061
2350,Rougemont,47.66736,4.24459
2351,Allaman,46.4707776,6.396174
2352,Bursinel,46.438423,6.3053467
2353,Bursins,46.4515535,6.2906369
2354,Burtigny,46.4687203,6.2567707
2355,Dully,46.4304617,6.2957383
2356,Essertines-sur-Rolle,46.4924891,6.3170166
2357,Gilly,46.4575111,6.2969883
2358,Luins,46.442819,6.271154
2359,Mont-sur-Rolle,46.470957,6.3365929
2360,Perroy,47.3987984,3.1590234
2361,Rolle,46.4601563,6.3380469
2362,Tartegnin,46.4666552,6.3156804
2363,Vinzel,46.4476073,6.2793859
2364,L'Abbaye,46.6492716,6.3186169
2365,Le Chenit,46.6046637,6.2337695
2366,Le Lieu,46.6462186,6.280313
2367,Blonay,46.4650397,6.8951981
2368,Chardonne,46.4770903,6.8271259
2369,Corseaux,46.4722747,6.8320071
2370,Corsier-sur-Vevey,46.4705779,6.8436858
2371,Jongny,46.4788533,6.8418378
2372,Montreux,46.4310831,6.9129921
2373,Saint-Légier-La Chiésaz,46.4722777,6.8759701
2374,La Tour-de-Peilz,46.4537524,6.8569063
2375,Vevey,46.4602978,6.8418655
2376,Veytaux,46.4215725,6.9275648
2377,Belmont-sur-Yverdon,46.7454798,6.6241604
2378,Bioley-Magnoux,46.7255605,6.7108156
2379,Chamblon,46.7772764,6.6044112
2380,Champvent,46.7828052,6.5726094
2381,Chanéaz,46.7295664,6.7417615
2382,Chavannes-le-Chêne,46.7768814,6.7780279
2383,Chêne-Pâquier,46.771165,6.7684976
2384,Cheseaux-Noréaz,46.7820326,6.6718258
2385,Cronay,46.7571842,6.6966405
2386,Cuarny,46.7700368,6.6884422
2387,Démoret,46.7466929,6.7570249
2388,Donneloye,46.744325,6.7155281
2389,Ependes (VD),46.7431583,6.6083432
2390,Essert-Pittet,46.7276519,6.5821566
2391,Essert-sous-Champvent,46.79403255,6.584093204420016
2392,Gossens,46.738321,6.699106
2393,Gressy,48.9640864,2.6723722
2394,Mathod,46.7667908,6.5647296
2395,Mézery-près-Donneloye,46.7484266,6.7262743
2396,Molondin,46.7606762,6.7492454
2397,Montagny-près-Yverdon,46.7914576,6.6117904
2398,Oppens,46.714312,6.6923429
2399,Orges,48.0808345,4.9288745
2400,Orzens,46.7239217,6.6830459
2401,Pomy,43.0595,2.06477
2402,Prahins,46.7347103,6.7398561
2403,Rovray,46.784944,6.7644164
2404,Suchy,46.7232325,6.5994077
2405,Suscévaz,46.7642362,6.5780348
2406,Treycovagnes,46.7738784,6.6092758
2407,Ursins,46.734894,6.668296
2408,Valeyres-sous-Montagny,46.7983693,6.6105655
2409,Valeyres-sous-Ursins,46.7458204,6.655254
2410,Villars-Epeney,46.7817278,6.6969935
2411,Villars-sous-Champvent,46.7851722,6.584503883919724
2412,Vugelles-La Mothe,46.81927,6.5676637
2413,Yverdon-les-Bains,46.7785711,6.6409158
2414,Yvonand,46.7983158,6.7445021
2415,Birgisch,46.3170628,7.9561748
2416,Brig-Glis,46.28873245,7.975308373361105
2417,Eggerberg,46.3064931,7.8780148
2418,Mund,46.315287,7.9411034
2419,Naters,46.3242659,7.9884511
2420,Ried-Brig,46.3150269,8.0166829
2421,Simplon,46.1955875,8.0563136
2422,Termen,46.3283973,8.0227013
2423,Zwischbergen,46.1621804,8.1164859
2424,Ardon,46.7739133,5.8881355
2425,Chamoson,46.2013342,7.2232538
2426,Conthey,46.260226,7.2810929841679695
2427,Nendaz,46.1867083,7.3051008
2428,Vétroz,46.2253413,7.2812893
2429,Bagnes,46.00998095,7.307005473382556
2430,Bourg-Saint-Pierre,45.9489252,7.2088271
2431,Liddes,45.9917015,7.1865245
2432,Orsières,46.0300676,7.1453627
2433,Sembrancher,46.0784832,7.1517153
2434,Vollèges,46.0880053,7.1697258
2435,Bellwald,46.4237017,8.1599477
2436,Binn,46.3645702,8.1843739
2437,Blitzingen,46.4437481,8.2023646
2438,Ernen,46.3988816,8.1460083
2439,Fiesch,46.402946,8.1341501
2440,Fieschertal,46.4245701,8.1427862
2441,Lax,46.3888757,8.1195682
2442,Niederwald,46.435923,8.1898458
2443,Obergesteln,46.5137824,8.3248669
2444,Oberwald,46.5328571,8.3520502
2445,Ulrichen,46.5065607,8.3049713
2446,Grafschaft,50.5754022,7.088919194018053
2447,Münster-Geschinen,46.483326,8.249993
2448,Reckingen-Gluringen,46.465,8.237
2449,Les Agettes,46.2081821,7.3752716
2450,Ayent,46.3190236,7.416642296150059
2451,Evolène,46.1129048,7.4958022
2452,Hérémence,46.1807413,7.4057866
2453,Mase,46.7563889,-1.685
2454,Nax,46.2267697,7.4250269
2455,Saint-Martin (VS),46.15354695,7.468806295292659
2456,Vernamiège,46.2109663,7.4313684
2457,Vex,46.2113825,7.3983622
2458,Agarn,46.2967076,7.6652777
2459,Albinen,46.3406442,7.6337277
2460,Bratsch,46.3206475,7.7072693
2461,Ergisch,46.292777,7.7148033
2462,Erschmatt,46.3218125,7.6923472
2463,Gampel,46.3153507,7.7430022
2464,Inden,50.8629537,6.3679576
2465,Leuk,46.317041,7.6353323
2466,Leukerbad,46.3793158,7.6267416
2467,Oberems,46.2816939,7.6957835
2468,Salgesch,46.3116136,7.5699409
2469,Turtmann,46.3011208,7.7017415
2470,Unterems,46.2922772,7.6962172
2471,Varen,44.8310202,0.6761376
2472,Guttet-Feschel,46.3507092,7.674416465558698
2473,Bovernier,46.0799974,7.0868391
2474,Charrat,46.1220633,7.1347402
2475,Fully,46.1390008,7.1146544
2476,Isérables,46.1621386,7.2445214
2477,Leytron,46.1859543,7.2068108
2478,Martigny,49.8597222,4.1375
2479,Martigny-Combe,46.06708875,7.0370217069415
2480,Riddes,46.1718974,7.2227718
2481,Saillon,46.171705,7.1849064
2482,Saxon,46.1452873,7.1807405
2483,Trient,46.0664228,11.1257601
2484,Champéry,46.1756791,6.8687665
2485,Collombey-Muraz,46.2869562,6.924639906183545
2486,Monthey,46.252844,6.9478263
2487,Port-Valais,46.3720663,6.862287669574162
2488,Saint-Gingolph,46.38902065,6.775638784558138
2489,Troistorrents,46.2285806,6.9161978
2490,Val-d'Illiez,46.204027,6.8927881
2491,Vionnaz,46.3112229,6.8999588
2492,Vouvry,46.3372451,6.8887175
2493,Betten,46.3764287,8.069257
2494,Bister,46.3625983,8.0664825
2495,Bitsch,49.0508729,7.4254577
2496,Filet,46.3592619,8.0498317
2497,Grengiols,46.3729638,8.092535
2498,Martisberg,46.3856656,8.1005629
2499,Mörel,54.1126171,9.7317289
2500,Riederalp,46.3782021,8.0334815
2501,Ausserberg,46.3153094,7.8525781
2502,Blatten,46.4205806,7.8192935
2503,Bürchen,48.498905,12.7603477
2504,Eischoll,46.2936189,7.7812181
2505,Ferden,52.9219073,9.2286737
2506,Hohtenn,46.3189171,7.7562877
2507,Kippel,46.3991936,7.7717164
2508,Niedergesteln,46.3130055,7.7818042
2509,Raron,46.309934,7.799589
2510,Steg,47.11176,9.5765712
2511,Unterbäch,46.2609289,7.779865291421668
2512,Wiler (Lötschen),46.4039949,7.7836104
2513,Collonges,46.1376178,5.903413
2514,Dorénaz,46.1479018,7.0435276
2515,Evionnaz,46.1794464,7.0225695
2516,Finhaut,46.082805,6.9765238
2517,Massongex,46.2427711,6.9879674
2518,Mex (VS),46.1850188,6.9999526
2519,Saint-Maurice,48.3275249,7.3363439
2520,Salvan,46.1219825,7.0208326
2521,Vernayaz,46.1365416,7.0393423
2522,Vérossaz,46.2128879,6.98412
2523,Ayer,42.5595807,-71.5882561
2524,Chalais,45.5074252,0.926825
2525,Chandolin,46.2525826,7.5986698
2526,Chermignon,46.2889297,7.4750848
2527,Chippis,46.2805414,7.5406261
2528,Grimentz,46.1802947,7.573834
2529,Grône,45.727504,9.9112023
2530,Icogne,46.2907802,7.4391182
2531,Lens,50.4291723,2.8319805
2532,Miège,46.3111768,7.5473724
2533,Mollens (VS),46.3153818,7.5201068
2534,Montana,43.4088984,23.2203193
2535,Randogne,46.311602,7.5016541
2536,Saint-Jean,43.6650391,1.5039252
2537,Saint-Léonard,50.6888137,1.6270864
2538,Saint-Luc,48.973235,1.236435
2539,Sierre,46.2922522,7.5323195
2540,Venthône,46.3068156,7.5291039
2541,Veyras,44.7290012,4.5629984
2542,Vissoie,46.2153165,7.5853597
2543,Arbaz,57.6793484,48.3035946
2544,Grimisuat,46.2606742,7.385846
2545,Salins,48.4224933,3.0203102
2546,Savièse,46.2535351,7.3477598
2547,Sion,43.73903,0.00822
2548,Veysonnaz,46.1955082,7.3363267
2549,Baltschieder,46.3079079,7.8646512
2550,Eisten,46.1988458,7.8949076
2551,Embd,46.215848,7.8283567
2552,Grächen,46.1960178,7.8421612
2553,Lalden,46.300193,7.900266
2554,Randa,46.100229,7.7828107
2555,Saas Almagell,46.0938913,7.9582333
2556,Saas Balen,46.1540205,7.9281921
2557,Saas Fee,46.107342,7.9247055
2558,Saas Grund,46.1278436,7.9370051
2559,St. Niklaus,46.177002,7.802516
2560,Stalden (VS),46.2325963,7.8704203
2561,Staldenried,46.2296157,7.8833886
2562,Täsch,46.0676751,7.7770173
2563,Törbel,46.2385196,7.851508
2564,Visp,46.2913113,7.8811918
2565,Visperterminen,46.2589888,7.9030118
2566,Zeneggen,46.2731779,7.8656201
2567,Zermatt,46.0212076,7.749254
2568,Auvernier,46.976104199999995,6.8741475002697285
2569,Bevaix,46.9297213,6.8105995
2570,Bôle,44.8528771,82.0504585
2571,Boudry,46.9487464,6.8358712
2572,Brot-Dessous,46.961779500000006,6.764533648208593
2573,Colombier (NE),46.9698719,6.858759749251323
2574,Corcelles-Cormondrèche,46.9852153,6.8688571
2575,Cortaillod,46.9432319,6.8458944
2576,Fresens,46.8883144,6.747402
2577,Gorgier,46.9035345,6.7805424
2578,Montalchez,46.8975698,6.7445526
2579,Peseux,46.9921,5.36708
2580,Rochefort,45.9438412,-0.9687519
2581,Saint-Aubin-Sauges,46.894585,6.7737479
2582,Vaumarcus,46.8772258,6.7525002
2583,La Chaux-de-Fonds,47.1031321,6.8325778
2584,Les Planchettes,49.2011867,1.6655775602364455
2585,La Sagne,47.0385519,6.7984212
2586,Les Brenets,47.067859,6.705986
2587,La Brévine,46.9801928,6.6070172
2588,Brot-Plamboz,47.015329,6.7840666
2589,Le Cerneux-Péquignot,47.0166187,6.6652883
2590,La Chaux-du-Milieu,47.0135381,6.7030562
2591,Le Locle,47.0555907,6.745454
2592,Les Ponts-de-Martel,46.9990848,6.7317108
2593,Cornaux,47.0322789,7.018409497174975
2594,Cressier (NE),47.0508386,7.0357396
2595,Enges,47.0562668,7.0133883
2596,Hauterive (NE),47.0133299,6.972712
2597,Le Landeron,47.0554312,7.0702155
2598,Lignières,49.67649,2.65244
2599,Marin-Epagnier,47.0091238,6.9999328
2600,Neuchâtel,46.9895828,6.9292641
2601,Saint-Blaise,46.0647356,6.0889634
2602,Thielle-Wavre,47.022227,7.030562
2603,Boudevilliers,47.0310766,6.869930582353297
2604,Cernier,47.0768872,6.893812942278821
2605,Chézard-Saint-Martin,47.0641626,6.9212493
2606,Coffrane,47.0102772,6.8606541
2607,Dombresson,47.0865173,6.945448682456345
2608,Engollon,47.042672249999995,6.923526372251624
2609,Fenin-Vilars-Saules,47.0287368,6.9275573
2610,Fontainemelon,47.0591568,6.888839343655036
